Date,Close,High,Low,Open,Volume,MA20,MA50,EMA20,EMA50,RSI,OBV,Fib23,Fib38,Fib50,Fib61,OilPrice,USDINR,SP500,NewsSentiment
2021-04-13,663.1886596679688,666.0775336661652,644.5529914266166,647.8681060041231,18600682,696.6595153808594,,687.0768178956162,692.8732417498485,41.22445772390012,-150828134,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,60.18000030517578,74.99099731445312,4141.58984375,0.17771599999999999
2021-04-15,677.2779541015625,680.4036222634213,658.7606812378839,665.3909109555909,34444984,694.3259094238281,,686.0136260837486,691.7971565978337,41.036476142070704,-116383150,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,63.459999084472656,75.0261001586914,4170.419921875,0.17771599999999999
2021-04-16,676.5912475585938,684.3343968185246,674.1522587343736,679.5748161245511,15606526,692.3486785888672,,685.0046657924294,690.7782858658438,43.23848313825794,-131989676,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,63.130001068115234,74.72740173339844,4185.47021484375,0.17771599999999999
2021-04-19,668.8953857421875,671.4053662659722,649.9045275050281,658.2870080077744,24069242,690.38447265625,,683.299853960753,689.3516684797914,43.14541563747193,-156058918,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,63.380001068115234,74.56320190429688,4163.259765625,0.17771599999999999
2021-04-20,658.9500732421875,675.5256461606865,655.4218094629292,674.8626116817444,23186270,688.0260040283204,,680.7499698280246,687.4198730111165,36.303802388861406,-179245188,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,62.439998626708984,74.8781967163086,4134.93994140625,0.17771599999999999
2021-04-22,673.6785888671875,675.7150393603974,649.312521729926,653.5511090592047,38485312,686.2500427246093,,680.0164167760947,686.5674532289601,30.323889206295945,-140759876,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,61.43000030517578,75.42949676513672,4134.97998046875,0.17771599999999999
2021-04-23,669.7241821289062,679.4090292715103,663.1175977980581,667.285193457898,22713528,684.9476745605468,,678.9577428944696,685.5459156192559,35.88920202399143,-163473404,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,62.13999938964844,75.0916976928711,4180.169921875,0.17771599999999999
2021-04-26,665.2960815429688,676.756881748386,664.325203549719,669.1794778939604,30170952,682.68984375,,677.5631166838973,684.3435428869935,35.57974429322326,-193644356,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,61.90999984741211,74.86810302734375,4187.6201171875,0.17771599999999999
2021-04-27,681.3507690429688,682.9136319631285,665.2961882990259,666.4564553260143,20592906,681.7402954101562,,677.94714367773,684.1693530816184,48.05982639718881,-173051450,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,62.939998626708984,74.81490325927734,4186.72021484375,0.17771599999999999
2021-04-28,699.3944702148438,700.4363402266798,677.7041263450838,680.1904622383832,24103940,682.0587829589844,,680.1083767383619,685.038995073027,55.90183018521609,-148947510,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,63.86000061035156,74.57499694824219,4183.18017578125,0.17771599999999999
2021-04-29,697.3580932617188,712.110366015842,691.9118331106085,703.8462235347221,24078552,681.6136138916015,,681.8370576179123,685.7302723624556,54.120560465574144,-173026062,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,65.01000213623047,74.31179809570312,4211.47021484375,0.17771599999999999
2021-04-30,668.8480834960938,688.5019775026257,666.5748388962347,684.3343816732215,35232902,678.2653503417969,,680.5418135179982,684.7986830843226,47.09465096943598,-208258964,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,63.58000183105469,74.10579681396484,4181.169921875,0.17771599999999999
2021-05-03,669.8662719726562,673.394535934582,652.2725306270976,659.7078363110799,22473700,676.38994140625,,679.4820105914412,683.9876352860156,48.938655557920676,-185785264,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,64.48999786376953,74.09480285644531,4192.66015625,0.17771599999999999
2021-05-04,657.505615234375,673.9154441830442,655.1140315140075,667.7351002247756,21486328,674.0598876953125,,677.3090970467443,682.5706698309533,53.3777097439398,-207271592,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,65.69000244140625,73.8375015258789,4164.66015625,0.17771599999999999
2021-05-05,664.2542724609375,667.5693872393219,654.3562753461298,663.4965435023666,14421612,672.9469604492188,,676.0229801141672,681.6044284515569,50.379760932673186,-192849980,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,65.62999725341797,73.77890014648438,4167.58984375,0.17771599999999999
2021-05-06,663.44921875,668.1377499432683,660.6550389228186,666.6222341637894,11477044,672.0151794433593,,674.7883037868929,680.6594820281795,44.5563119103292,-204327024,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,64.70999908447266,73.79940032958984,4201.6201171875,0.17771599999999999
2021-05-07,670.00830078125,674.838872933729,667.877155806155,669.1558196668091,12048334,671.2467834472657,,674.3203166152589,680.1121308640884,47.52313357189148,-192278690,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,64.9000015258789,73.61519622802734,4232.60009765625,0.17771599999999999
2021-05-10,672.4236450195312,677.2305728857831,669.0848856230303,675.8098094461626,11060050,670.9401306152344,,674.1351165436876,679.7217807562834,51.38245905379507,-181218640,924.059287700228,864.3968131418944,816.1764569920084,767.9561008421224,64.91999816894531,73.29029846191406,4188.43017578125,0.17771599999999999
